T,X,Y
0,12.3594636124349,10
0,10.613070002141257,1
0,14.763907392760007,0
1,12.54829725448121,6
0,13.869527789324803,5
0,6.965677942864917,1
0,11.073972115776163,0
1,9.858579832523969,-2
0,7.139150941849599,11
1,2.885924400280053,6
0,12.858304544931691,2
1,7.479259507904434,2
1,18.584460517841464,-1
1,10.970030176215287,8
0,8.369806408920976,13
0,18.526608841045718,-1
1,6.079458567817733,3
1,5.829585111585223,11
1,11.351035419301123,1
0,11.654572916911954,-4
1,9.224597659277563,-7
1,9.285639649341517,5
0,8.022691329070327,0
1,8.613554999693495,6
0,13.560260620300275,-3
1,14.752753017179895,6
1,8.794180167837954,1
0,13.21422469832563,-6
1,18.121693240708353,4
1,13.38504393895106,2
1,8.596872326746983,-3
1,16.09656980722962,4
0,10.70329101506167,-1
0,4.374257960142051,-3
1,21.3561171010381,-1
1,3.3329917435705596,-1
1,12.34693004365551,2
0,9.030073145869133,-1
0,4.83815119057283,-2
1,16.630799478953538,0
0,8.120161809490774,1
0,20.988107464908996,2
0,10.73811076084776,-2
0,12.044500846824967,0
0,-0.5013017995603093,-3
1,14.087150541325189,-7
1,12.923145503046134,1
0,0.43746746469616227,7
0,22.67265045797112,0
0,15.679507092894893,0
0,5.821779828705451,-5
1,6.678201906819168,-1
1,6.60119211757886,5
0,19.48274095540112,-3
1,13.682326696161645,0
1,11.164931051076648,-2
0,20.355675885865097,10
0,6.449184943782674,7
1,12.22979490431872,7
0,11.479474543919668,9
1,6.480661412711334,4
0,5.590814337406374,2
0,19.658951008106676,3
0,12.253786907010296,4
1,10.017832372483774,8
1,8.764205890079943,-5
1,-3.7300944291864386,-7
0,15.418065311020086,4
1,-2.9259768963805577,0
0,11.488072389007836,2
0,14.767985867053635,3
1,10.968602205663217,-9
1,15.892924030035477,1
0,4.159644138776753,-2
1,14.597751284545087,-2
0,9.741149058981176,-3
1,10.096637067839383,15
0,5.908463013150245,0
0,5.025150254847856,-4
1,13.271607776614957,6
1,17.727114020461983,4
0,17.460724616184116,7
1,7.310566425116493,0
0,9.797573053141575,4
1,14.83147794401323,-2
0,16.093854339225814,4
1,10.83719903069786,0
1,6.022324705527237,2
1,17.71025504516743,-1
0,17.738907367765673,-2
1,15.30600865342521,1
1,14.16621450960292,0
